loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_dist,sy_disterr1,sy_disterr2
2925,Kepler-1682 b,Kepler-1682,1,1,0,0,Transit,14.8334,,,0,0.1134,,,0,0.0978,,,0,2.889,,,0,8.7,,,0,1.98,,,0,0,,,0,2454968.443,0.00382,-0.00382,0,4.436,0.115,-0.115,0,0.02576,0.00097,-0.00135,0,,,,,0.84,,,0,0.99,,,0,4.58,,,0,2.3356,,,0,,,,,,,,,,,,,1159.85,46.04,-46.04
2926,Kepler-1683 b,Kepler-1683,1,1,0,0,Transit,15.0337,,,0,0.1182,,,0,0.161,,,0,1.875,,,0,4.17,,,0,3.48,,,0,0,,,0,2454977.981,0.00349,-0.00349,0,3.272,0.103,-0.103,0,0.01743,0.0009,-0.00039,0,,,,,0.9,,,0,0.95,,,0,4.51,,,0,1.83523,,,0,,,,,,,,,,,,,733.143,14.14,-13.624
2927,Kepler-1684 b,Kepler-1684,1,1,0,0,Transit,47.7055,,,0,0.2253,,,0,0.362,,,0,2.871,,,0,8.6,,,0,2,,,0,0,,,0,2454979.311,0.00672,-0.00672,0,5.959,0.251,-0.251,0,0.0383,0.0037,-0.0037,0,,,,,0.67,,,0,0.75,,,0,4.67,,,0,3.56721,,,0,,,,,,,,,,,,,621.996,12.5555,-12.5555
2928,Kepler-1685 b,Kepler-1685,1,1,0,0,Transit,20.4905,,,0,0.1485,,,0,0.13,,,0,2.577,,,0,7.16,,,0,2.3,,,0,0,,,0,2454977.421,0.00738,-0.00738,0,4.961,0.152,-0.152,0,0.02323,0.00109,-0.0007,0,,,,,0.84,,,0,0.96,,,0,4.58,,,0,2.321,,,0,,,,,,,,,,,,,1141.89,44.55,-41.37
2929,Kepler-1686 b,Kepler-1686,1,1,0,0,Transit,9.30987,,,0,0.0866,,,0,0.119,,,0,1.426,,,0,2.62,,,0,4.97,,,0,0,,,0,2454969.398,0.00518,-0.00518,0,3.455,0.133,-0.133,0,0.01009,0.00006,-0.00073,0,,,,,1.2,,,0,1.02,,,0,4.29,,,0,0.83322,,,0,,,,,,,,,,,,,729.823,7.53,-7.53
2930,Kepler-1687 b,Kepler-1687,1,1,0,0,Transit,5.77954,,,0,0.0532,,,0,0.128,,,0,1.656,,,0,3.38,,,0,4.09,,,0,0,,,0,2454969.53,0.00346,-0.00346,0,2.5213,0.085,-0.085,0,0.02368,0.00033,-0.00543,0,,,,,0.73,,,0,0.65,,,0,4.53,,,0,2.39362,,,0,,,,,,,,,,,,,417.014,5.407,-5.273
2931,Kepler-1688 b,Kepler-1688,1,1,0,0,Transit,5.62012,,,0,0.0577,,,0,0.102,,,0,1.262,,,0,2.13,,,0,5.83,,,0,0,,,0,2454965.956,0.00329,-0.00329,0,2.751,0.12,-0.12,0,0.01266,0.00076,-0.00021,0,,,,,0.75,0.05,-0.03,0,0.81,0.03,-0.05,0,4.6,0.01,-0.05,0,3.14359,0.75767,-1.00727,0,,,,,,,,,,,,,567.4468709,116.8382161,-116.8382161
2932,Kepler-1689 b,Kepler-1689,1,1,0,0,Transit,8.483,,,0,0.0798,,,0,0.271,,,0,0.947,,,0,0.799,,,0,5.17,,,0,0,,,0,2454965.968,0.0029,-0.0029,0,2.485,0.108,-0.108,0,0.00788,0.00009,-0.00048,0,,,,,1,0.05,-0.04,0,1.02,0.08,-0.17,0,4.45,0.08,-0.08,0,1.45879,0.35593,-0.27676,0,,,,,,,,,,,,,294.122,1.753,-1.731
2933,Kepler-169 b,Kepler-169,1,5,0,0,Transit,3.250619,0.000013,-0.000013,0,0.04,,,0,0.0984,,,0,1.13,0.08,-0.08,0,1.51,,,0,5.75,,,0,0,,,0,2454966.692,0.00232,-0.00232,0,2.135,0.078,-0.078,0,0.01644,0.00054,-0.00054,0,,,,,0.76,0.05,-0.05,0,0.84,0.03,-0.03,0,4.58,0.15,-0.15,0,2.62345,0.59773,-0.97417,0,,,,,,,,,,,,,406.529,3.024,-2.98
2934,Kepler-169 c,Kepler-169,1,5,0,0,Transit,6.195469,0.000029,-0.000029,0,0.062,,,0,0.153,,,0,1.21,0.08,-0.08,0,1.92,,,0,5.96,,,0,0,,,0,2454967.716,0.00275,-0.00275,0,3.056,0.091,-0.091,0,0.01432,0.00058,-0.00046,0,,,,,0.76,0.05,-0.05,0,0.84,0.03,-0.03,0,4.58,0.15,-0.15,0,2.61327,0.18681,-0.97734,0,,,,,,,,,,,,,406.529,3.024,-2.98
2935,Kepler-169 d,Kepler-169,1,5,0,0,Transit,8.348125,0.000041,-0.000041,0,0.075,,,0,0.184,,,0,1.25,0.09,-0.09,0,2.1,,,0,5.91,,,0,0,,,0,2454969.841,0.00249,-0.00249,0,2.79,0.086,-0.086,0,0.01846,0.00062,-0.00062,0,,,,,0.76,0.05,-0.05,0,0.84,0.03,-0.03,0,4.58,0.15,-0.15,0,0.36492,2.45727,-0.19183,0,,,,,,,,,,,,,406.529,3.024,-2.98
2936,Kepler-169 e,Kepler-169,1,5,0,0,Transit,13.767102,0.000034,-0.000034,0,0.105,,,0,0.258,,,0,2.2,0.29,-0.29,0,5.48,,,0,2.83,,,0,0,,,0,2455007.811,0.00145,-0.00145,0,2.912,0.081,-0.081,0,0.02966,0.00072,-0.00072,0,,,,,0.76,0.05,-0.05,0,0.84,0.03,-0.03,0,4.58,0.15,-0.15,0,0.96318,3.44417,-0.58334,0,,,,,,,,,,,,,406.529,3.024,-2.98
2937,Kepler-169 f,Kepler-169,1,5,0,0,Transit,87.090195,0.000406,-0.000406,0,0.359,,,0,0.883,,,0,2.58,0.24,-0.24,0,7.18,,,0,2.3,,,0,0,,,0,2455020.318,0.00276,-0.00276,0,6.313,0.114,-0.114,0,0.0304,0.00106,-0.00049,0,,,,,0.76,0.05,-0.05,0,0.84,0.03,-0.03,0,4.58,0.15,-0.15,0,3.27495,0.14422,-1.00854,0,,,,,,,,,,,,,406.529,3.024,-2.98
2938,Kepler-1690 b,Kepler-1690,1,1,0,0,Transit,234.636,,,0,0.7097,,,0,1.01,,,0,2.811,,,0,8.3,,,0,2.05,,,0,0,,,0,2455005.646,0.00402,-0.00402,0,6.897,0.132,-0.132,0,0.02771,0.00102,-0.00057,0,,,,,0.86,,,0,0.94,,,0,4.54,,,0,2.06657,,,0,,,,,,,,,,,,,703.789,9.481,-9.236
2939,Kepler-1691 b,Kepler-1691,1,1,0,0,Transit,3.8482,,,0,0.0495,,,0,0.039,,,0,1.835,,,0,4.02,,,0,3.58,,,0,0,,,0,2454964.92,0.003,-0.003,0,2.013,0.107,-0.107,0,0.0132,0.00049,-0.00071,0,,,,,1.13,,,0,1.11,,,0,4.38,,,0,1.08021,,,0,,,,,,,,,,,,,1267.67,32.62,-31.06
2940,Kepler-1692 b,Kepler-1692,1,1,0,0,Transit,5.95966,,,0,0.0646,,,0,0.109,,,0,1.112,,,0,1.42,,,0,5.68,,,0,0,,,0,2454968.007,0.0037,-0.0037,0,2.896,0.141,-0.141,0,0.01043,0.00053,-0.00048,0,,,,,0.87,,,0,0.87,,,0,4.5,,,0,1.88766,,,0,,,,,,,,,,,,,591.019,6.926,-6.77
2941,Kepler-1693 b,Kepler-1693,1,2,0,0,Transit,12.0999,,,0,0.1011,,,0,0.133,,,0,1.289,,,0,2.21,,,0,5.67,,,0,0,,,0,2454976.038,0.0063,-0.0063,0,3.358,0.181,-0.181,0,0.012,0.00076,-0.00041,0,,,,,0.88,,,0,0.95,,,0,4.53,,,0,1.97682,,,0,,,,,,,,,,,,,760.065,13.5015,-13.5015
2942,Kepler-1693 c,Kepler-1693,1,2,0,0,Transit,5.36370993,,,0,0.0588,,,0,0.0774,,,0,0.977,,,0,0.894,,,0,5.27,,,0,0,,,0,2454967.649,0.0053,-0.0053,0,2.875,0.185,-0.185,0,0.00963,0.00072,-0.0003,0,,,,,1.1,0.16,-0.16,0,0.94,0.06,-0.05,0,4.33,0.14,-0.1,0,1.83604,0.5899,-0.75558,0,,,,,,,,,,,,,760.065,13.5015,-13.5015
2943,Kepler-1694 b,Kepler-1694,1,1,0,0,Transit,3.89526,,,0,0.0449,,,0,0.0875,,,0,1.18,,,0,1.76,,,0,5.89,,,0,0,,,0,2454964.859,0.0026,-0.0026,0,1.689,0.109,-0.109,0,0.01249,0.00068,-0.00059,0,,,,,0.76,,,0,0.82,,,0,4.59,,,0,2.67254,,,0,,,,,,,,,,,,,513.329,4.988,-4.896
2944,Kepler-1695 b,Kepler-1695,1,1,0,0,Transit,4.7329,,,0,0.0529,,,0,0.0669,,,0,1.119,,,0,1.46,,,0,5.72,,,0,0,,,0,2454964.578,0.0029,-0.0029,0,1.5691,0.0988,-0.0988,0,0.0119,0.00043,-0.00072,0,,,,,0.99,,,0,0.96,,,0,4.43,,,0,1.40696,,,0,,,,,,,,,,,,,791.175,12.3105,-12.3105
2945,Kepler-1696 b,Kepler-1696,1,1,0,0,Transit,65.9409,,,0,0.3244,,,0,0.215,,,0,2.81,,,0,8.29,,,0,2.05,,,0,0,,,0,2455064.972,0.00852,-0.00852,0,7.776,0.276,-0.276,0,0.02222,0.00092,-0.00094,0,,,,,1.2,,,0,1.02,,,0,4.29,,,0,0.83614,,,0,,,,,,,,,,,,,1506.36,71.83,-65.68
2946,Kepler-1697 b,Kepler-1697,1,1,0,0,Transit,33.4969,,,0,0.2008,,,0,0.81,,,0,1.26,,,0,2.12,,,0,5.83,,,0,0,,,0,2454996.752,0.00691,-0.00691,0,4.111,0.204,-0.204,0,0.01154,0.00067,-0.00053,0,,,,,0.77,0.06,-0.07,0,0.75,0.1,-0.09,0,4.54,0.12,-0.09,0,2.28588,0.87315,-0.50942,0,,,,,,,,,-25.26,4.36,-4.36,0,247.771,0.803,-0.797
2947,Kepler-1698 b,Kepler-1698,1,1,0,0,Transit,1.2107,,,0,0.0203,,,0,0.0913,,,0,1.073,,,0,1.25,,,0,5.56,,,0,0,,,0,2454965.393,0.00105,-0.00105,0,1.434,0.0388,-0.0388,0,0.01198,0.00226,-0.00059,0,,,,,0.74,0.05,-0.05,0,0.82,0.11,-0.08,0,4.61,0.07,-0.1,0,2.84025,0.79749,-0.67938,0,,,,,,,,,10.55,1.38,-1.38,0,222.345,1.199,-1.187
2948,Kepler-1699 b,Kepler-1699,1,1,0,0,Transit,3.49082,,,0,0.0418,,,0,0.0511,,,0,1.567,,,0,3.08,,,0,4.4,,,0,0,,,0,2454966.103,0.00147,-0.00147,0,1.4513,0.0465,-0.0465,0,0.01673,0.00058,-0.00039,0,,,,,0.73,0.12,-0.06,0,0.81,0.07,-0.09,0,4.62,0.04,-0.11,0,9.94108,0.20497,-4.16232,0,,,,,,,,,,,,,818.759,,
2949,Kepler-17 b,Kepler-17,1,1,0,0,Transit,1.4857108,0.0000002,-0.0000002,0,0.02591,0.00037,-0.00036,0,0.0359,,,0,14.68,0.22,-0.22,0,778.65,34.96,-34.96,0,1.35,0.08,-0.08,0,0.011,,,1,2455185.678,0.000023,-0.000026,0,2.2764,0.00168,-0.00168,0,0.13031,0.00022,-0.00018,0,0,15,-15,0,1.01,,,0,1.04,,,0,4.45,,,0,1.42165,,,0,6,2,-2,0,12.01,0.16,-0.16,0,-24.81,0.01,-0.01,0,720.753,10.343,-10.343
2950,Kepler-170 b,Kepler-170,1,2,0,0,Transit,7.930592,0.000014,-0.000014,0,0.08,,,0,0.108,,,0,3.2,0.22,-0.22,0,82.6,67.5,-62.4,0,13.9,,,0,0,,,0,2455002.516,0.00106,-0.00106,0,3.68,0.038,-0.038,0,0.03048,0.00042,-0.00042,0,,,,,1.03,0.06,-0.06,0,1.09,0.02,-0.02,0,4.45,0.1,-0.1,0,0.91343,0.65887,-0.01,0,,,,,,,,,,,,,738.657,11.054,-10.738
2951,Kepler-170 c,Kepler-170,1,2,0,0,Transit,16.665863,0.000053,-0.000053,0,0.131,,,0,0.177,,,0,2.86,0.17,-0.17,0,8.55,,,0,2.01,,,0,0,,,0,2455013.202,0.00169,-0.00169,0,4.2,0.065,-0.065,0,0.02931,0.00051,-0.00051,0,,,,,1.03,0.06,-0.06,0,1.09,0.02,-0.02,0,4.45,0.1,-0.1,0,2.08535,0.04597,-0.64012,0,,,,,,,,,,,,,738.657,11.054,-10.738
2952,Kepler-1700 b,Kepler-1700,1,1,0,0,Transit,234.239,,,0,0.7576,,,0,1.06,,,0,2.901,,,0,8.76,,,0,1.97,,,0,0,,,0,2455043.81,0.00947,-0.00947,0,12.925,0.491,-0.491,0,0.02461,0.00016,-0.00508,0,,,,,1.09,,,0,1.12,,,0,4.41,,,0,1.20694,,,0,,,,,,,,,,,,,717.597,8.675,-8.473
2953,Kepler-1701 b,Kepler-1701,1,1,0,0,Transit,169.134,,,0,0.5608,,,0,0.96,,,0,2.222,,,0,5.57,,,0,2.79,,,0,0,,,0,2455034.815,0.004164,-0.004164,0,8.614,0.18,-0.18,0,0.02338,0.00094,-0.00058,0,,,,,0.84,,,0,0.87,,,0,4.53,,,0,2.06781,,,0,,,,,,,,,,,,,584.142,6.7525,-6.7525
2954,Kepler-1702 b,Kepler-1702,1,1,0,0,Transit,18.5012,,,0,0.1275,,,0,0.149,,,0,1.602,,,0,3.2,,,0,4.28,,,0,0,,,0,2454982.176,0.00601,-0.00601,0,3.179,0.17,-0.17,0,0.01915,0.00106,-0.00096,0,,,,,0.73,,,0,0.85,,,0,4.65,,,0,3.135,,,0,,,,,,,,,,,,,857.14,26.059,-24.591
2955,Kepler-1704 b,Kepler-1704,1,1,0,0,Transit,988.88112,0.00091,-0.00091,0,2.027,0.024,-0.03,0,2.43,,,0,11.949,0.493,-0.471,0,1322.16617,92.17024,-88.99195,0,4.07,0.55,-0.49,0,0.92,0.01,-0.016,0,2455072.223,0.00063,-0.00064,0,6.007,0.084,-0.062,0,0.0644,0.0016,-0.0011,0,,,,,1.7,0.06,-0.06,0,1.13,0.04,-0.05,0,4.03,0.03,-0.03,0,0.325,0.036,-0.032,0,,,,,,,,,,,,,835.455,9.323,-9.122
2956,Kepler-1705 b,Kepler-1705,1,2,0,0,Transit,9.03502,0.00065,-0.00064,0,0.08,,,0,0.049,,,0,2.03,0.12,-0.14,0,4.47,0.48,-0.43,0,2.977353,0.661634,-0.551362,0,0.033,0.073,-0.02,0,2455198.214,0.01,-0.011,0,5.92,0.866,-0.866,0,0.01279,0.0014,-0.00086,0,,,,,1.26,0.03,-0.05,0,1.14,0.09,-0.08,0,4.3,0.04,-0.05,0,0.79655,0.10292,-0.10151,0,,,,,,,,,,,,,1633.49,90.81,-81.87
2957,Kepler-1705 c,Kepler-1705,1,2,0,0,Transit,11.28,0.0011,-0.0009,0,,,,,,,,,2.05,0.14,-0.15,0,5.42,0.61,-0.57,0,3.528714,0.827042,-0.661634,0,0.028,0.064,-0.018,0,2455207.396,0.02,-0.017,0,,,,,,,,,,,,,1.26,0.03,-0.05,0,1.14,0.09,-0.08,0,4.3,0.04,-0.05,0,0.79655,0.10292,-0.10151,0,,,,,,,,,,,,,1633.49,90.81,-81.87
2958,Kepler-1708 b,Kepler-1708,1,1,0,0,Transit,737.1131,0.00146,-0.0077,0,1.64,0.1,-0.1,0,0.984,,,0,9.96,0.6,-0.59,0,1462.01067,,,1,,,,,0.4,,,1,,,,,,,,,0.0818,0.0011,-0.001,0,,,,,1.12,0.06,-0.06,0,1.09,0.07,-0.07,0,4.37,0.04,-0.05,0,1.1,0.2,-0.2,0,,,,,,,,,,,,,1666.69,102.43,-91.4
2959,Kepler-1709 b,Kepler-1709,1,1,0,0,Transit,65.70459747,,,0,0.3192,,,0,1.17,,,0,3.124,,,0,9.93,,,0,1.79,,,0,0,,,0,2454970.442,0.0011,-0.0011,0,3.2645,0.0379,-0.0379,0,0.02914,0.00068,-0.00068,0,,,,,1.04,0.16,-0.09,0,1,0.07,-0.06,0,4.4,0.08,-0.12,0,7.27164,8.06942,-0.28174,0,,,,,,,,,,,,,273.946,1.894,-1.867
2960,Kepler-171 b,Kepler-171,1,3,0,0,Transit,4.166972,0.000007,-0.000007,0,0.05,,,0,0.0579,,,0,2.34,1.05,-1.05,0,6.08,,,0,2.61,,,0,0,,,0,2455002.714,0.00098,-0.00098,0,2.741,0.035,-0.035,0,0.02662,0.00052,-0.0002,0,,,,,0.84,0.38,-0.38,0,0.91,0.05,-0.05,0,4.57,0.3,-0.3,0,1.82708,0.07723,-0.31057,0,,,,,,,,,,,,,863.855,18.329,-18.329
2961,Kepler-171 c,Kepler-171,1,3,0,0,Transit,11.463462,0.000026,-0.000026,0,0.098,,,0,0.113,,,0,2.56,1.15,-1.15,0,7.08,,,0,2.32,,,0,0,,,0,2454970.384,0.00138,-0.00138,0,2.566,0.044,-0.044,0,0.02905,0.00068,-0.0004,0,,,,,0.84,0.38,-0.38,0,0.91,0.05,-0.05,0,4.57,0.3,-0.3,0,6.28804,0.24137,-1.59359,0,,,,,,,,,,,,,863.855,18.329,-18.329
2962,Kepler-171 d,Kepler-171,1,3,0,0,Transit,39.595519,0.000699,-0.000699,0,0.223,,,0,0.258,,,0,1.89,0.9,-0.9,0,4.23,,,0,3.44,,,0,0,,,0,2455001.119,0.01042,-0.01042,0,6.315,0.277,-0.277,0,0.02032,0.00066,-0.00066,0,,,,,0.84,0.38,-0.38,0,0.91,0.05,-0.05,0,4.57,0.3,-0.3,0,0.65169,0.21309,-0.18178,0,,,,,,,,,,,,,863.855,18.329,-18.329
2963,Kepler-1710 b,Kepler-1710,1,1,0,0,Transit,14.91110039,,,0,0.115769,,,0,0.379,,,0,3.197,,,0,3.49494,5.76752,-5.76752,0,1.11225,1.836228,-1.836228,0,0,,,0,2454974.337,0.000648,-0.000648,0,3.3353,0.0214,-0.0214,0,0.02664,0.00044,-0.0002,0,,,,,0.9,0.11,-0.06,0,0.93,0.05,-0.07,0,4.5,0.05,-0.11,0,3.70254,0.01272,-0.8871,0,,,,,,,,,,,,,305.193,2.385,-2.349
2964,Kepler-1711 b,Kepler-1711,1,1,0,0,Transit,21.06080055,,,0,0.1463,,,0,0.248,,,0,1.923,,,0,4.36,,,0,3.37,,,0,0,,,0,2454976.6,0.00227,-0.00227,0,5.2472,0.0663,-0.0663,0,0.01588,0.00028,-0.00028,0,,,,,1.03,0.15,-0.12,0,0.94,0.07,-0.06,0,4.38,0.1,-0.11,0,1.23168,0.0705,-0.38825,0,,,,,,,,,,,,,590.268,,
2965,Kepler-1712 b,Kepler-1712,1,1,0,0,Transit,13.81499958,,,0,0.0903,,,0,0.578,,,0,2.284,,,0,5.83,,,0,2.69,,,0,0,,,0,2455014.126,0.00112,-0.00112,0,2.3244,0.0921,-0.0921,0,0.0344,0.00033,-0.00503,0,,,,,0.51,0.03,-0.05,0,0.52,0.04,-0.04,0,4.74,0.05,-0.02,0,1.66032,8.96879,-1.12988,0,,,,,,,,,,,,,156.264,0.473,-0.473
2966,Kepler-1713 b,Kepler-1713,1,1,0,0,Transit,18.01160049,,,0,0.1469,,,0,0.497,,,0,1.717,,,0,3.59,,,0,3.9,,,0,0,,,0,2455018.092,0.00238,-0.00238,0,6.7367,0.0596,-0.0596,0,0.01074,0.00019,-0.00019,0,,,,,1.46,0.06,-0.09,0,1.3,0.06,-0.07,0,4.22,0.03,-0.03,0,0.03546,0.4497,-0.02463,0,,,,,,,,,,,,,295.293,2.248,-2.215
2967,Kepler-1714 b,Kepler-1714,1,1,0,0,Transit,10.27530003,,,0,0.1047,,,0,0.256,,,0,3.264,,,0,10.7,,,0,1.69,,,0,0,,,0,2455010.273,0.000984,-0.000984,0,6.3195,0.0393,-0.0393,0,0.01463,0.00013,-0.00013,0,,,,,2.09,0.1,-0.15,0,1.45,0.06,-0.15,0,3.96,0.03,-0.03,0,0.30955,0.06478,-0.04551,0,,,,,,,,,,,,,409.46,4.267,-4.181
2968,Kepler-1715 b,Kepler-1715,1,1,0,0,Transit,35.59730148,,,0,0.2178,,,0,0.417,,,0,4.14,,,0,16,,,0,1.24,,,0,0,,,0,2455020.526,0.00099,-0.00099,0,6.0844,0.0625,-0.0625,0,0.02393,0.00057,-0.00057,0,,,,,1.21,0.21,-0.14,0,1.08,0.1,-0.07,0,4.31,0.1,-0.12,0,0.13057,1.0656,-0.06289,0,,,,,,,,,,,,,522.605,16.044,-15.131
2969,Kepler-1716 b,Kepler-1716,1,1,0,0,Transit,35.58100128,,,0,0.1916,,,0,0.98,,,0,2.425,,,0,6.46,,,0,2.49,,,0,0,,,0,2455022.035,0.000727,-0.000727,0,3.9885,0.0372,-0.0372,0,0.02716,0.00082,-0.00026,0,,,,,0.68,0.04,-0.03,0,0.75,0.03,-0.06,0,4.64,0.02,-0.04,0,5.12631,0.04432,-1.94257,0,,,,,,,,,,,,,195.439,0.978,-0.968
2970,Kepler-1717 b,Kepler-1717,1,1,0,0,Transit,30.65279961,,,0,0.2014,,,0,0.2,,,0,2.989,,,0,9.21,,,0,1.89,,,0,0,,,0,2454968.042,0.00423,-0.00423,0,4.903,0.117,-0.117,0,0.01585,0.0006,-0.00038,0,,,,,1.64,0.28,-0.34,0,1.16,0.14,-0.11,0,4.07,0.19,-0.1,0,0.88951,1.33807,-0.04143,0,,,,,,,,,,,,,1008.79,17.66,-17.085
2971,Kepler-1718 b,Kepler-1718,1,1,0,0,Transit,135.1880035,,,0,0.4878,,,0,1.3,,,0,2.569,,,0,7.12,,,0,2.31,,,0,0,,,0,2455023.933,0.002,-0.002,0,8.8191,0.0656,-0.0656,0,0.02345,0.00044,-0.00018,0,,,,,0.91,0.12,-0.08,0,0.85,0.07,-0.05,0,4.45,0.1,-0.1,0,1.78074,0.00807,-0.43662,0,,,,,,,,,,,,,375.522,3.03,-2.982
2972,Kepler-1719 b,Kepler-1719,1,1,0,0,Transit,6.14955998,,,0,0.0674,,,0,0.0744,,,0,3.95,,,0,14.8,,,0,1.32,,,0,0,,,0,2455002.552,0.00147,-0.00147,0,5.5694,0.0479,-0.0479,0,0.01746,0.00022,-0.00022,0,,,,,1.78,0.28,-0.46,0,1.08,0.12,-0.12,0,3.97,0.21,-0.09,0,0.25822,0.06472,-0.03579,0,,,,,,,,,,,,,905.406,10.803,-10.556
2973,Kepler-172 b,Kepler-172,1,4,0,0,Transit,2.940309,0.000007,-0.000007,0,0.04,,,0,0.0483,,,0,2.35,0.42,-0.42,0,6.12,,,0,2.59,,,0,0,,,0,2455002.903,0.00119,-0.00119,0,2.595,0.049,-0.049,0,0.02012,0.00054,-0.00029,0,,,,,1.08,0.19,-0.19,0,1,0.04,-0.04,0,4.38,0.15,-0.15,0,1.58662,0.01471,-0.58094,0,,,,,,,,,,,,,828.592,18.482,-17.707
2974,Kepler-172 c,Kepler-172,1,4,0,0,Transit,6.388996,0.00002,-0.00002,0,0.068,,,0,0.0821,,,0,2.86,0.53,-0.53,0,8.55,,,0,2.01,,,0,0,,,0,2455008.474,0.00188,-0.00188,0,3.389,0.077,-0.077,0,0.02141,0.00064,-0.00031,0,,,,,1.08,0.19,-0.19,0,1,0.04,-0.04,0,4.38,0.15,-0.15,0,1.59738,0.12048,-0.41639,0,,,,,,,,,,,,,828.592,18.482,-17.707
2975,Kepler-172 d,Kepler-172,1,4,0,0,Transit,14.627119,0.000105,-0.000105,0,0.118,,,0,0.142,,,0,2.25,0.4,-0.4,0,5.69,,,0,2.74,,,0,0,,,0,2454969.237,0.00355,-0.00355,0,3.541,0.151,-0.151,0,0.02014,0.00019,-0.00116,0,,,,,1.08,0.19,-0.19,0,1,0.04,-0.04,0,4.38,0.15,-0.15,0,1.98664,0.96911,-0.38863,0,,,,,,,,,,,,,828.592,18.482,-17.707
2976,Kepler-172 e,Kepler-172,1,4,0,0,Transit,35.118736,0.000253,-0.000253,0,0.211,,,0,0.255,,,0,2.76,0.56,-0.56,0,8.05,,,0,2.1,,,0,0,,,0,2454985.119,0.00408,-0.00408,0,3.559,0.15,-0.15,0,0.02195,0.00124,-0.00044,0,,,,,1.08,0.19,-0.19,0,1,0.04,-0.04,0,4.38,0.15,-0.15,0,6.81939,0.53961,-2.93268,0,,,,,,,,,,,,,828.592,18.482,-17.707
2977,Kepler-1720 b,Kepler-1720,1,1,0,0,Transit,12.70639992,,,0,0.1043,,,0,0.166,,,0,3.216,,,0,10.4,,,0,1.72,,,0,0,,,0,2455013.632,0.0011,-0.0011,0,2.395,0.0406,-0.0406,0,0.0365,0.0017,-0.0017,0,,,,,0.84,0.2,-0.07,0,0.94,0.08,-0.11,0,4.56,0.03,-0.17,0,2.21624,5.91721,-1.27232,0,1.3,,,0,,,,,28.04,0.16,-0.16,0,629.445,7.239,-7.08
2978,Kepler-1721 b,Kepler-1721,1,1,0,0,Transit,4.59238005,,,0,0.0519,,,0,0.0809,,,0,3.119,,,0,9.9,,,0,1.79,,,0,0,,,0,2455005.005,0.000523,-0.000523,0,2.2748,0.0192,-0.0192,0,0.02882,0.00053,-0.00023,0,,,,,0.8,0.14,-0.06,0,0.89,0.07,-0.1,0,4.58,0.03,-0.12,0,3.58883,0.02238,-0.983,0,,,,,,,,,,,,,641.374,8.303001,-8.097
2979,Kepler-1722 b,Kepler-1722,1,1,0,0,Transit,9.17856979,,,0,0.0819,,,0,0.106,,,0,2.867,,,0,8.58,,,0,2,,,0,0,,,0,2455006.088,0.00118,-0.00118,0,2.1421,0.0434,-0.0434,0,0.02682,0.0006,-0.00065,0,,,,,0.79,0.18,-0.07,0,0.88,0.08,-0.1,0,4.58,0.04,-0.14,0,4.44025,2.97132,-2.88855,0,,,,,,,,,,,,,772.283,15.164,-14.601
2980,Kepler-1723 b,Kepler-1723,1,1,0,0,Transit,39.75289917,,,0,0.2249,,,0,0.277,,,0,2.88,,,0,8.65,,,0,1.99,,,0,0,,,0,2455008.462,0.0023,-0.0023,0,4.9641,0.0726,-0.0726,0,0.02148,0.00064,-0.00029,0,,,,,1.01,0.31,-0.13,0,0.96,0.14,-0.1,0,4.41,0.11,-0.2,0,2.91278,0.0698,-0.88582,0,,,,,,,,,,,,,811.278,10.6695,-10.6695
2981,Kepler-1724 b,Kepler-1724,1,1,0,0,Transit,6.45442009,,,0,0.0683,,,0,0.0644,,,0,2.837,,,0,8.43,,,0,2.03,,,0,0,,,0,2455006.215,0.00146,-0.00146,0,2.6772,0.0547,-0.0547,0,0.0238,0.00028,-0.00119,0,,,,,0.94,0.29,-0.1,0,1.02,0.12,-0.14,0,4.5,0.05,-0.22,0,0.97267,1.84181,-0.80974,0,,,,,,,,,,,,,1060.77,24.7,-23.62
