loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_dist,sy_disterr1,sy_disterr2
1675,K2-352 d,K2-352,1,3,0,0,Transit,14.871387,0.000916,-0.000936,0,,,,,,,,,2.23,0.13,-0.09,0,5.6,,,0,2.77,,,0,,,,,2458103.623,0.002276,-0.002256,0,4.14,0.11,-0.09,0,0.0214,0.0012,-0.0006,0,,,,,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,4.47,0.03,-0.03,0,1.77826,0.43803,-0.25672,0,,,,,17.59,1.14,-1.14,0,,,,,176.051,1.895,-1.855
1676,K2-353 b,K2-353,1,1,0,0,Transit,15.466805,0.000572,-0.000565,0,,,,,,,,,5.55,0.22,-0.2,0,26.3,,,0,0.845,,,0,,,,,2458189.852,0.000977,-0.000988,0,3.39,0.07,-0.06,0,0.0503,0.0011,-0.0009,0,,,,,0.99,0.03,-0.03,0,0.87,0.02,-0.02,0,4.38,0.03,-0.03,0,1.29132,0.26949,-0.27762,0,,,,,,,,,,,,,268.515,3.729,-3.629
1677,K2-354 b,K2-354,1,1,0,0,Transit,3.793306,0.000324,-0.000343,0,,,,,,,,,1.56,0.08,-0.08,0,3.05,,,0,4.41,,,0,,,,,2457140.226,0.004008,-0.003737,0,1.53,0.04,-0.08,0,0.0353,0.0017,-0.0017,0,,,,,0.41,0.01,-0.01,0,0.43,0.01,-0.01,0,4.86,0.01,-0.01,0,7.80969,0.32543,-0.32543,0,,,,,,,,,,,,,91.722,0.5223,-0.5164
1678,K2-355 b,K2-355,1,1,0,0,Transit,5.7385647,0.0013939,-0.0011048,0,0.0632,0.0096,-0.0176,0,0.126,,,0,2.25,0.22,-0.16,0,5.69,,,0,2.74,,,0,,,,,2458252.192,0.004933,-0.005562,0,,,,,0.0223,0.0019,-0.0012,0,,,,,0.92,0.04,-0.03,0,0.96,0.05,-0.06,0,4.49,0.03,-0.04,0,1.65979,,,0,,,,,,,,,,,,,500.497,5.8405,-5.8405
1679,K2-356 b,K2-356,1,1,0,0,Transit,21.0267366,0.0036912,-0.0038993,0,0.1599,0.0178,-0.0306,0,0.45,,,0,2.29,0.15,-0.12,0,5.86,,,0,2.68,,,0,,,,,2458256.041,0.004516,-0.004589,0,,,,,0.0244,0.0013,-0.001,0,,,,,0.86,0.03,-0.03,0,0.9,0.05,-0.06,0,4.52,0.03,-0.04,0,2.35081,0.59845,-0.57617,0,,,,,,,,,,,,,355.54,3.793,-3.714
1680,K2-357 b,K2-357,1,1,0,0,Transit,16.3488637,0.0013811,-0.0014022,0,0.145,0.0136,-0.0235,0,0.28,,,0,3.72,0.23,-0.21,0,13.4,,,0,1.43,,,0,,,,,2458255.116,0.001797,-0.001741,0,,,,,0.034,0.0013,-0.0008,0,,,,,1,0.05,-0.05,0,0.98,0.07,-0.07,0,4.43,0.04,-0.04,0,1.59481,,,0,,,,,,,,,,,,,517.687,9.232,-8.92
1681,K2-358 b,K2-358,1,1,0,0,Transit,11.2510285,0.0018188,-0.0017892,0,0.0863,0.0079,-0.0159,0,0.18,,,0,2.68,0.17,-0.14,0,7.65,,,0,2.18,,,0,,,,,2458259.009,0.003163,-0.002924,0,,,,,0.0269,0.0012,-0.0007,0,,,,,0.91,0.04,-0.04,0,0.93,0.06,-0.06,0,4.49,0.03,-0.04,0,1.8488,,,0,,,,,,,,,,,,,480.307,6.8425,-6.8425
1682,K2-36 b,K2-36,1,2,0,0,Transit,1.422614,0.000038,-0.000038,0,0.02288,0.0001,-0.0001,0,0.208,,,0,1.43,0.08,-0.08,0,4.3,1.4,-1.4,0,8,3.1,-2.7,0,0.093,,,1,2456810.892,0.0013,-0.0013,0,1.1232,0.0336,-0.0312,0,0.01625,0.00093,-0.0006,0,,,,,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,4.62,0.01,0,0,2.99,0.06,-0.06,0,2,1,-1,0,17.13,0.07,-0.1,0,13.25,0.86,-0.86,0,109.749,0.615,-0.609
1683,K2-36 c,K2-36,1,2,0,0,Transit,5.340888,0.000086,-0.000086,0,0.05528,0.00023,-0.00023,0,0.504,,,0,3.2,0.3,-0.3,0,7.9,2.8,-2.8,0,1.3,0.71,-0.51,0,0.089,,,1,2456812.84,0.00071,-0.00071,0,1.153,0.046,-0.046,0,0.0393,0.00033,-0.00031,0,,,,,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,4.62,0.01,0,0,2.99,0.06,-0.06,0,2,1,-1,0,17.13,0.07,-0.1,0,13.25,0.86,-0.86,0,109.749,0.615,-0.609
1684,K2-365 b,K2-365,1,1,0,0,Transit,23.448172,0.000766,-0.000996,0,,,,,,,,,2.906,0.195,-0.176,0,8.78,,,0,1.97,,,0,,,,,2456898.833,0.0019,-0.0013,0,5.712,0.12,-0.144,0,0.0253,0.001,0,0,,,,,1.05,0.07,-0.06,0,0.82,0.37,-0.25,0,4.31,0.15,-0.15,0,1.16997,0.26693,-0.29883,0,,,,,,,,,,,,,187.222,1.492,-1.47
1685,K2-366 b,K2-366,1,1,0,0,Transit,15.937039,0.000796,-0.001144,0,,,,,,,,,2.359,0.187,-0.167,0,6.16,,,0,2.58,,,0,,,,,2456906.435,0.0028,-0.0032,0,3.288,0.096,-0.12,0,0.0228,0.001,-0.001,0,,,,,0.94,0.07,-0.06,0,0.83,0.37,-0.26,0,4.41,0.15,-0.15,0,2.01305,0.54872,-0.39194,0,,,,,,,,,,,,,185.947,5.318,-5.035
1686,K2-367 b,K2-367,1,1,0,0,Transit,20.645099,0.000995,-0.001375,0,,,,,,,,,2.413,0.225,-0.196,0,6.41,,,0,2.51,,,0,,,,,2456997.394,0.002,-0.0014,0,2.376,0.312,-0.432,0,0.0353,0.002,-0.002,0,,,,,0.62,0.04,-0.05,0,0.76,0.23,-0.35,0,4.73,0.15,-0.15,0,4.01648,1.36194,-1.12709,0,,,,,,,,,,,,,176.965,0.946,-0.936
1687,K2-368 b,K2-368,1,3,0,0,Transit,5.025598,0.000287,-0.000342,0,,,,,,,,,1.332,0.107,-0.1,0,2.34,,,0,5.44,,,0,,,,,2456978.767,0.0025,-0.0027,0,2.28,0.096,-0.12,0,0.0184,0.001,-0.001,0,,,,,0.66,0.05,-0.05,0,0.75,0.33,-0.23,0,4.67,0.15,-0.15,0,3.55289,1.22606,-0.73558,0,,,,,,,,,,,,,206.608,1.273,-1.258
1688,K2-368 c,K2-368,1,3,0,0,Transit,9.660186,0.001164,-0.001169,0,,,,,,,,,1.361,0.114,-0.106,0,2.42,,,0,5.27,,,0,,,,,2456977.872,0.0037,-0.0052,0,2.856,0.144,-0.192,0,0.0188,0.001,-0.001,0,,,,,0.66,0.05,-0.05,0,0.75,0.33,-0.23,0,4.67,0.15,-0.15,0,3.55289,1.22606,-0.73558,0,,,,,,,,,,,,,206.608,1.273,-1.258
1689,K2-368 d,K2-368,1,3,0,0,Transit,20.201085,0.002354,-0.002736,0,,,,,,,,,1.948,0.152,-0.143,0,4.45,,,0,3.31,,,0,,,,,2456988.537,0.0026,-0.0018,0,3.576,0.144,-0.168,0,0.0269,0.001,-0.001,0,,,,,0.66,0.05,-0.05,0,0.75,0.33,-0.23,0,4.67,0.15,-0.15,0,3.55289,1.22606,-0.73558,0,,,,,,,,,,,,,206.608,1.273,-1.258
1690,K2-369 b,K2-369,1,1,0,0,Transit,5.761612,0.000846,-0.000714,0,,,,,,,,,1.313,0.101,-0.095,0,2.28,,,0,5.53,,,0,,,,,2456979.872,0.0052,-0.0053,0,2.232,0.12,-0.144,0,0.0137,0.001,-0.001,0,,,,,0.88,0.05,-0.05,0,0.73,0.33,-0.22,0,4.42,0.15,-0.15,0,2.21706,0.54494,-0.45981,0,,,,,,,,,,,,,185.55,1.833,-1.798
1691,K2-37 b,K2-37,1,3,0,0,Transit,4.44117,0.00075,-0.00075,0,0.0511,0.0009,-0.0009,0,0.284,,,0,1.61,0.17,-0.17,0,3.22,,,0,4.24,,,0,,,,,2456893.701,0.008,-0.008,0,2.706,0.325,-0.222,0,0.01728,0.00188,-0.00109,0,,,,,0.85,0.04,-0.04,0,0.9,0.05,-0.05,0,4.52,0.1,-0.1,0,1.80561,0.55105,-0.36248,0,2,,,1,,,,,-0.63,0.63,-0.63,0,179.943,1.603,-1.575
1692,K2-37 c,K2-37,1,3,0,0,Transit,6.42904,0.00036,-0.00036,0,0.0654,0.0011,-0.0011,0,0.363,,,0,2.75,0.27,-0.27,0,8,,,0,2.11,,,0,,,,,2456898.86,0.0023,-0.0023,0,3.127,0.457,-0.198,0,0.02955,0.00312,-0.00187,0,,,,,0.85,0.04,-0.04,0,0.9,0.05,-0.05,0,4.52,0.1,-0.1,0,1.80561,0.55105,-0.36248,0,2,,,1,,,,,-0.63,0.63,-0.63,0,179.943,1.603,-1.575
1693,K2-37 d,K2-37,1,3,0,0,Transit,14.09189,0.00135,-0.00135,0,0.1103,0.0018,-0.0018,0,0.613,,,0,2.73,0.36,-0.36,0,7.9,,,0,2.13,,,0,,,,,2456907.232,0.0031,-0.0031,0,2.967,0.728,-0.261,0,0.0295,0.00351,-0.00351,0,,,,,0.85,0.04,-0.04,0,0.9,0.05,-0.05,0,4.52,0.1,-0.1,0,1.80561,0.55105,-0.36248,0,2,,,1,,,,,-0.63,0.63,-0.63,0,179.943,1.603,-1.575
1694,K2-370 b,K2-370,1,1,0,0,Transit,2.14084,0.000036,-0.000038,0,,,,,,,,,3.207,0.224,-0.548,0,10.4,,,0,1.73,,,0,,,,,2457822.184,0.0008,-0.0008,0,1.569,0.184,-0.184,0,0.0302,0.001,-0.005,0,,,,,0.97,0.07,-0.06,0,0.98,0.43,-0.3,0,4.45,0.15,-0.15,0,1.32288,0.31383,-0.32438,0,,,,,,,,,,,,,144.202,1.198,-1.179
1695,K2-371 b,K2-371,1,1,0,0,Transit,3.114905,0.000009,-0.000009,0,,,,,,,,,13.024,0.921,-0.868,0,,,,,,,,,,,,,2457141.418,0.0001,-0.0001,0,2.3592,0.0096,-0.0096,0,0.1619,0,0,0,,,,,0.74,0.05,-0.05,0,0.96,0.44,-0.3,0,4.68,0.15,-0.15,0,2.74512,,,0,,,,,,,,,,,,,442.813,6.909,-6.702
1696,K2-372 b,K2-372,1,1,0,0,Transit,9.844077,0.000565,-0.000575,0,,,,,,,,,2.945,0.077,-0.075,0,8.98,,,0,1.93,,,0,,,,,2457146.329,0.0019,-0.0015,0,3.6288,0.1608,-0.1008,0,0.0292,0.001,0,0,,,,,0.92,0.02,-0.02,0,0.85,0.1,-0.09,0,4.44,0.05,-0.05,0,1.54198,0.42549,-0.33516,0,,,,,,,,,,,,,463.88,5.478,-5.354
1697,K2-373 b,K2-373,1,1,0,0,Transit,11.02066,0.001431,-0.001368,0,,,,,,,,,2.061,0.147,-0.14,0,4.9,,,0,3.08,,,0,,,,,2457150.289,0.0042,-0.0043,0,4.32,0.144,-0.192,0,0.0127,0.001,-0.001,0,,,,,1.49,0.08,-0.08,0,1.16,0.5,-0.35,0,4.16,0.15,-0.15,0,0.43067,0.11227,-0.09416,0,,,,,,,,,,,,,229.567,2.114,-2.076
1698,K2-374 b,K2-374,1,2,0,0,Transit,4.521953,0.00032,-0.000409,0,,,,,,,,,1.593,0.061,-0.058,0,3.16,,,0,4.3,,,0,,,,,2458099.687,0.004,-0.0032,0,3,,,0,0.0161,0.001,-0.001,0,,,,,0.91,0.02,-0.02,0,0.73,0.07,-0.06,0,4.39,0.04,-0.04,0,1.82777,0.47587,-0.38434,0,,,,,,,,,,,,,359.439,5.293,-5.144
1699,K2-374 c,K2-374,1,2,0,0,Transit,16.43445,0.002378,-0.002702,0,,,,,,,,,2.213,0.091,-0.086,0,5.53,,,0,2.8,,,0,,,,,2458109.238,0.0065,-0.0056,0,3.6,,,0,0.0223,0.001,-0.001,0,,,,,0.91,0.02,-0.02,0,0.73,0.07,-0.06,0,4.39,0.04,-0.04,0,1.82777,0.47587,-0.38434,0,,,,,,,,,,,,,359.439,5.293,-5.144
1700,K2-375 b,K2-375,1,1,0,0,Transit,14.453895,0.004773,-0.004175,0,,,,,,,,,2.243,0.186,-0.174,0,5.66,,,0,2.76,,,0,,,,,2457147.344,0.0105,-0.0111,0,6.792,0.288,-0.36,0,0.0133,0.001,-0.001,0,,,,,1.54,0.1,-0.1,0,1.12,0.49,-0.34,0,4.11,0.15,-0.15,0,0.39835,0.11349,-0.07029,0,,,,,,,,,,,,,696.1,22.17,-20.865
1701,K2-376 b,K2-376,1,1,0,0,Transit,5.776475,0.000261,-0.000237,0,,,,,,,,,1.736,0.125,-0.119,0,3.66,,,0,3.84,,,0,,,,,2458096.743,0.0025,-0.0022,0,2.1,,,0,0.0138,0.001,-0.001,0,,,,,1.15,0.07,-0.06,0,0.91,0.39,-0.28,0,4.28,0.15,-0.15,0,1.08719,0.3197,-0.14377,0,,,,,,,,,,,,,161.61,1.332,-1.31
1702,K2-377 b,K2-377,1,1,0,0,Transit,12.832235,0.001554,-0.001616,0,,,,,,,,,1.693,0.146,-0.132,0,3.51,,,0,3.97,,,0,,,,,2457230.143,0.0052,-0.005,0,3.408,0.192,-0.24,0,0.0224,0.001,-0.001,0,,,,,0.69,0.05,-0.05,0,0.82,0.37,-0.26,0,4.67,0.15,-0.15,0,2.7944,0.92225,-0.92233,0,,,,,,,,,,,,,195.149,1.425,-1.406
1703,K2-378 b,K2-378,1,1,0,0,Transit,2.060438,0.000118,-0.000074,0,,,,,,,,,2.88,0.27,-0.23,0,8.65,,,0,1.99,,,0,,,,,2457217.849,0.0018,-0.0034,0,1.4904,0.072,-0.096,0,0.036,0.002,-0.001,0,,,,,0.73,0.06,-0.05,0,0.92,0.43,-0.29,0,4.67,0.15,-0.15,0,2.78878,,,0,,,,,,,,,,,,,687.973,19.924,-18.851
1704,K2-379 b,K2-379,1,1,0,0,Transit,8.777247,0.000625,-0.000611,0,,,,,,,,,2.181,0.363,-0.198,0,5.4,,,0,2.86,,,0,,,,,2457303.909,0.0039,-0.0027,0,2.904,0.192,-0.312,0,0.0266,0.004,-0.001,0,,,,,0.75,0.06,-0.05,0,0.86,0.38,-0.27,0,4.62,0.15,-0.15,0,2.10302,0.77804,-0.50352,0,,,,,,,,,,,,,182.207,1.355,-1.336
1705,K2-38 b,K2-38,1,2,0,0,Transit,4.01593,0.0005,-0.0005,0,0.0503,0.0011,-0.0011,0,0.261,,,0,1.655,0.096,-0.096,0,7.7,1.2,-1.1,0,9.3,2.4,-1.9,0,0.11,,,1,2456896.879,0.0054,-0.0054,0,2.74,0.13,-0.13,0,0.0133,0.00071,-0.00076,0,,,,,1.14,0.01,-0.01,0,1.05,0.07,-0.06,0,4.36,0.07,-0.07,0,1.21,0.7,-0.7,0,2,,,1,,,,,-35.33,0.61,-0.61,0,192.69,2.669,-2.597
1706,K2-38 c,K2-38,1,2,0,0,Transit,10.56103,0.0009,-0.0009,0,0.0959,0.0022,-0.0022,0,0.498,,,0,2.49,0.22,-0.22,0,7.4,1.4,-1.3,0,2.63,1,-0.72,0,0.086,,,1,2456900.475,0.0033,-0.0033,0,2.38,0.1,-0.1,0,0.0195,0.0014,-0.0014,0,,,,,1.14,0.01,-0.01,0,1.05,0.07,-0.06,0,4.36,0.07,-0.07,0,0.90362,0.18719,-0.16587,0,2,,,1,,,,,-35.33,0.61,-0.61,0,192.69,2.669,-2.597
1707,K2-380 b,K2-380,1,1,0,0,Transit,9.401312,0.000469,-0.000506,0,,,,,,,,,2.729,0.186,-0.176,0,7.89,,,0,2.13,,,0,,,,,2457302.935,0.002,-0.0017,0,2.112,0.12,-0.144,0,0.0189,0.001,-0.001,0,,,,,1.32,0.08,-0.07,0,0.99,0.42,-0.3,0,4.19,0.15,-0.15,0,0.55676,0.13184,-0.11039,0,,,,,,,,,,,,,249.303,2.941,-2.875
1708,K2-381 b,K2-381,1,3,0,0,Transit,7.9389334,0.000596,-0.000592,0,,,,,,,,,1.075,0.142,-0.104,0,1.26,,,0,5.57,,,0,,,,,2457304.844,0.0033,-0.0063,0,1.464,0.216,-0.288,0,0.0146,0.001,-0.002,0,,,,,0.68,0.05,-0.05,0,0.75,0.34,-0.24,0,4.65,0.15,-0.15,0,3.24287,0.93204,-0.89979,0,,,,,,,,,,,,,145.701,1.082,-1.067
1709,K2-381 c,K2-381,1,3,0,0,Transit,16.034656,0.001844,-0.001572,0,,,,,,,,,2,0.184,-0.148,0,4.66,,,0,3.2,,,0,,,,,2457304.292,0.003,-0.0027,0,3.0696,0.2208,-0.1992,0,0.0271,0.001,-0.001,0,,,,,0.68,0.05,-0.05,0,0.75,0.34,-0.24,0,4.65,0.15,-0.15,0,3.24287,0.93204,-0.89979,0,,,,,,,,,,,,,145.701,1.082,-1.067
1710,K2-381 d,K2-381,1,3,0,0,Transit,26.803023,0.002775,-0.003048,0,,,,,,,,,1.689,0.18,-0.139,0,3.5,,,0,3.99,,,0,,,,,2457307.915,0.0038,-0.0043,0,2.928,0.144,-0.168,0,0.0229,0.002,-0.001,0,,,,,0.68,0.05,-0.05,0,0.75,0.34,-0.24,0,4.65,0.15,-0.15,0,3.24287,0.93204,-0.89979,0,,,,,,,,,,,,,145.701,1.082,-1.067
1711,K2-382 b,K2-382,1,1,0,0,Transit,21.700156,0.002021,-0.001915,0,,,,,,,,,2.072,0.152,-0.133,0,4.95,,,0,3.06,,,0,,,,,2457314.365,0.0045,-0.0036,0,4.104,0.216,-0.288,0,0.0234,0.001,-0.001,0,,,,,0.81,0.05,-0.05,0,0.92,0.4,-0.28,0,4.58,0.15,-0.15,0,2.29771,0.48871,-0.5897,0,,,,,,,,,,,,,278.412,3.995,-3.886
1712,K2-383 b,K2-383,1,1,0,0,Transit,1.865962,0.000085,-0.000068,0,,,,,,,,,1.564,0.118,-0.106,0,3.07,,,0,4.41,,,0,,,,,2457302.093,0.0016,-0.0023,0,1.9632,0.0888,-0.1104,0,0.0178,0.001,0,0,,,,,0.8,0.06,-0.05,0,1.06,0.46,-0.33,0,4.66,0.15,-0.15,0,1.88251,0.5404,-0.47058,0,,,,,,,,,,,,,203.788,2.404,-2.349
1713,K2-384 b,K2-384,1,5,0,0,Transit,2.231527,0.000194,-0.000325,0,,,,,,,,,1.076,0.232,-0.06,0,1.26,,,0,5.56,,,0,,,,,2457393.716,0.0045,-0.0075,0,,,,,0.0284,0.003,-0.012,0,,,,,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,4.87,0.03,-0.03,0,11.20044,0.33602,-0.33602,0,,,,,,,,,,,,,82.6603,0.7023,-0.6908
1714,K2-384 c,K2-384,1,5,0,0,Transit,4.194766,0.000309,-0.000189,0,,,,,,,,,1.191,0.053,-0.075,0,1.82,,,0,5.92,,,0,,,,,2457394.416,0.0023,-0.0035,0,1.272,0.168,-0.24,0,0.0314,0.003,-0.002,0,,,,,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,4.87,0.03,-0.03,0,11.20044,0.33602,-0.33602,0,,,,,,,,,,,,,82.6603,0.7023,-0.6908
1715,K2-384 d,K2-384,1,5,0,0,Transit,6.679582,0.000719,-0.000498,0,,,,,,,,,1.392,0.118,-0.075,0,2.52,,,0,5.13,,,0,,,,,2457392.424,0.0042,-0.0039,0,1.512,0.12,-0.168,0,0.0367,0.003,-0.002,0,,,,,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,4.87,0.03,-0.03,0,11.20044,0.33602,-0.33602,0,,,,,,,,,,,,,82.6603,0.7023,-0.6908
1716,K2-384 e,K2-384,1,5,0,0,Transit,9.715043,0.001003,-0.000739,0,,,,,,,,,1.345,0.139,-0.082,0,2.37,,,0,5.35,,,0,,,,,2457398.967,0.0026,-0.0049,0,1.992,0.144,-0.192,0,0.0354,0.004,-0.002,0,,,,,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,4.87,0.03,-0.03,0,11.20044,0.33602,-0.33602,0,,,,,,,,,,,,,82.6603,0.7023,-0.6908
1717,K2-384 f,K2-384,1,5,0,0,Transit,13.62749,0.000342,-0.000574,0,,,,,,,,,2.222,0.091,-0.082,0,5.57,,,0,2.79,,,0,,,,,2457392.6,0.0009,-0.0012,0,2.16,0.12,-0.168,0,0.0585,0.002,-0.001,0,,,,,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,4.87,0.03,-0.03,0,11.20044,0.33602,-0.33602,0,,,,,,,,,,,,,82.6603,0.7023,-0.6908
1718,K2-385 b,K2-385,1,1,0,0,Transit,2.380867,0.000161,-0.000216,0,,,,,,,,,1.539,0.145,-0.126,0,2.98,,,0,4.49,,,0,,,,,2457393.454,0.0049,-0.0038,0,1.92,0.144,-0.192,0,0.0185,0.001,-0.001,0,,,,,0.76,0.06,-0.05,0,0.93,0.41,-0.29,0,4.64,0.15,-0.15,0,2.48774,,,0,,,,,,,,,,,,,420.819,7.102,-6.873
1719,K2-386 b,K2-386,1,1,0,0,Transit,7.473223,0.000374,-0.000312,0,,,,,,,,,2.32,0.071,-0.067,0,5.99,,,0,2.64,,,0,,,,,2457395.906,0.0024,-0.0025,0,3.5568,0.0912,-0.1272,0,0.0219,0,0,0,,,,,0.97,0.02,-0.02,0,0.91,0.09,-0.08,0,4.42,0.04,-0.04,0,1.59887,0.33463,-0.34514,0,,,,,,,,,,,,,428.785,8.18,-7.885
1720,K2-387 b,K2-387,1,1,0,0,Transit,28.735327,0.000992,-0.000994,0,,,,,,,,,7.322,0.268,-0.264,0,42.2,,,0,0.591,,,0,,,,,2457401.979,0.0011,-0.0011,0,2.9904,0.1488,-0.1104,0,0.1146,0.002,-0.002,0,,,,,0.59,0.02,-0.02,0,0.57,0.05,-0.05,0,4.66,0.05,-0.05,0,4.08881,0.23511,-0.23511,0,,,,,,,,,,,,,266.318,3.722,-3.722
1721,K2-388 b,K2-388,1,1,0,0,Transit,6.339069,0.000225,-0.000186,0,,,,,,,,,3.66,0.33,-0.229,0,13,,,0,1.46,,,0,,,,,2457741.794,0.0017,-0.0019,0,3.02,0.177,-0.177,0,0.0374,0.002,-0.001,0,,,,,0.9,0.06,-0.05,0,0.84,0.38,-0.26,0,4.46,0.15,-0.15,0,1.57761,0.46378,-0.26021,0,,,,,,,,,,,,,290.495,4.305,-4.184
1722,K2-389 b,K2-389,1,2,0,0,Transit,8.584043,0.000888,-0.002026,0,,,,,,,,,2.184,0.118,-0.114,0,5.41,,,0,2.85,,,0,,,,,2457742.782,0.0007,-0.0004,0,3.1,,,0,0.0185,0.001,0,0,,,,,1.08,0.07,-0.06,0,0.8,0.36,-0.25,0,4.27,0.15,-0.15,0,0.63055,0.16342,-0.12887,0,,,,,,,,,,,,,259.208,2.95,-2.885
1723,K2-389 c,K2-389,1,2,0,0,Transit,20.851337,0.002804,-0.002981,0,,,,,,,,,2.04,0.151,-0.138,0,4.82,,,0,3.12,,,0,,,,,2457747.101,0.005,-0.0055,0,5.2,,,0,0.0172,0.001,-0.001,0,,,,,1.08,0.07,-0.06,0,0.8,0.36,-0.25,0,4.27,0.15,-0.15,0,0.63055,0.16342,-0.12887,0,,,,,,,,,,,,,259.208,2.95,-2.885
1724,K2-39 b,K2-39,1,1,0,0,Transit,4.60543,0.00046,-0.00046,0,0.05708,0.00098,-0.00098,0,0.186,,,0,6.277,1.681,-1.681,0,28.6047,15.8915,-15.8915,0,0.5,0.29,-0.17,0,0,,,0,2456980.824,0.0039,-0.0039,0,8.184,0.192,-0.216,0,0.01925,0.00099,-0.00076,0,,,,,2.97,0.77,-0.77,0,0.66,0.56,-0.56,0,3.44,0.07,-0.07,0,0.04,0.01,-0.01,0,2.01,0.5,-0.5,0,,,,,24.35,0.59,-0.59,0,307.47,4.656,-4.656
1725,K2-390 b,K2-390,1,1,0,0,Transit,3.312792,0.0001,-0.000104,0,,,,,,,,,4.662,0.313,-0.343,0,19.6,,,0,1.06,,,0,,,,,2457739.903,0.0013,-0.0012,0,2.097,0.189,-0.189,0,0.0442,0.001,-0.002,0,,,,,0.97,0.06,-0.06,0,0.79,0.35,-0.24,0,4.37,0.15,-0.15,0,1.46127,0.36845,-0.29233,0,,,,,,,,,,,,,456.122,5.675,-5.54
1726,K2-391 b,K2-391,1,1,0,0,Transit,4.622654,0.000223,-0.000252,0,,,,,,,,,1.371,0.284,-0.188,0,2.45,,,0,5.22,,,0,,,,,2457741.517,0.0017,-0.0017,0,2.7,,,0,0.0222,0.001,-0.001,0,,,,,0.57,0.11,-0.08,0,0.76,0.34,-0.24,0,4.97,0.15,-0.15,0,0.22221,0.04983,-0.05877,0,,,,,,,,,,,,,507.94,16.546,-15.55
1727,K2-392 b,K2-392,1,1,0,0,Transit,15.398723,0.002422,-0.00193,0,,,,,,,,,1.85,0.161,-0.154,0,4.08,,,0,3.54,,,0,,,,,2457739.674,0.0037,-0.0091,0,3.5,,,0,0.016,0.001,-0.001,0,,,,,1.06,0.07,-0.07,0,0.84,0.37,-0.26,0,4.31,0.15,-0.15,0,1.26736,0.31026,-0.25001,0,,,,,,,,,,,,,406.985,10.589,-10.074
1728,K2-393 b,K2-393,1,1,0,0,Transit,10.413181,0.000932,-0.000697,0,,,,,,,,,2.352,0.175,-0.167,0,6.13,,,0,2.59,,,0,,,,,2457739.393,0.0037,-0.0053,0,,,,,0.0201,0.001,-0.001,0,,,,,1.07,0.07,-0.06,0,0.88,0.38,-0.27,0,4.32,0.15,-0.15,0,1.18535,0.25494,-0.25487,0,,,,,,,,,,,,,265.914,2.842,-2.784
1729,K2-394 b,K2-394,1,1,0,0,Transit,5.095717,0.000115,-0.000115,0,,,,,,,,,1.692,0.136,-0.126,0,3.51,,,0,3.98,,,0,,,,,2457825.286,0.001,-0.0012,0,1.772,0.137,-0.137,0,0.0245,0.001,-0.001,0,,,,,0.63,0.04,-0.04,0,0.48,0.21,-0.15,0,4.52,0.15,-0.15,0,2.66688,0.85129,-0.82384,0,,,,,,,,,,,,,98.0152,0.4794,-0.4748
1730,K2-395 b,K2-395,1,2,0,0,Transit,4.803352,0.000357,-0.000466,0,,,,,,,,,2.597,0.192,-0.178,0,7.26,,,0,2.28,,,0,,,,,2457825.009,0.0042,-0.003,0,2.5,,,0,0.0304,0.001,-0.001,0,,,,,0.78,0.05,-0.05,0,0.95,0.42,-0.29,0,4.63,0.15,-0.15,0,1.71722,,,0,,,,,,,,,,,,,286.727,3.103,-3.038
